date,n,B,sectors,log_E,rank,log_M
200301,70,7,8,6.840595,1,6.840595
200302,74,7,8,3.678188,2,10.518783
200303,78,7,8,6.891822,1,17.410605
200304,80,7,9,6.896976,1,24.307581
200305,80,7,9,6.899866,1,31.207447
200306,85,7,9,1.051034,2,32.258481
200307,86,7,9,-7.425339,99,24.833142
200308,88,7,9,4.340682,3,29.173824
200309,94,7,9,4.275810,5,33.449634
200310,97,8,9,4.187845,3,37.637479
200311,98,7,9,-6.034662,143,31.602817
200312,96,7,9,-2.613562,150,28.989255
200401,106,8,8,6.136403,1,35.125658
200402,101,7,7,6.906478,1,42.032137
200403,106,7,7,6.908646,1,48.940783
200404,107,7,7,6.892949,1,55.833732
200405,108,7,7,4.749022,2,60.582753
200406,106,7,7,4.835172,3,65.417925
200407,110,7,7,6.809029,1,72.226954
200408,108,0,0,0.000000,,72.226954
200409,111,0,0,0.000000,,72.226954
200410,108,6,7,2.792633,10,75.019586
200411,109,6,7,4.420901,4,79.440487
200412,116,0,0,0.000000,,79.440487
200501,115,7,6,4.304071,5,83.744558
200502,115,7,6,1.143676,4,84.888234
200503,111,7,7,6.908593,1,91.796827
200504,100,7,8,6.907506,1,98.704333
200505,98,7,8,6.908755,1,105.613088
200506,104,7,8,6.822016,1,112.435103
200507,105,7,9,6.908755,1,119.343858
200508,104,7,9,6.908755,1,126.252613
200509,101,7,9,6.908725,1,133.161338
200510,103,7,9,6.908753,1,140.070090
200511,101,7,9,6.908724,1,146.978814
200512,116,6,9,6.908755,1,153.887568
200601,116,7,9,6.908755,1,160.796323
200602,116,9,9,6.908755,1,167.705078
200603,118,9,9,6.908755,1,174.613833
200604,117,9,9,6.908753,1,181.522586
200605,120,8,9,6.908753,1,188.431338
200606,128,8,9,6.908755,1,195.340093
200607,125,8,9,6.908740,1,202.248833
200608,127,8,8,6.908755,1,209.157588
200609,130,8,8,6.908755,1,216.066343
200610,141,8,7,4.495878,2,220.562221
200611,127,7,6,6.908681,1,227.470902
200612,127,7,6,6.903779,1,234.374680
200701,123,7,6,6.862164,1,241.236844
200702,118,7,6,6.892226,1,248.129070
200703,109,7,6,4.561919,3,252.690988
200704,118,7,6,6.876408,1,259.567396
200705,113,7,6,6.908178,1,266.475574
200706,105,7,6,6.905722,1,273.381296
200707,101,6,5,1.213840,8,274.595136
200708,95,6,5,-17.439895,336,257.155242
200709,91,6,5,-9.440897,140,247.714345
200710,79,6,5,-8.512819,145,239.201526
200711,77,6,5,-39.717039,686,199.484487
200712,73,6,5,4.519204,3,204.003691
200801,72,6,5,5.212523,2,209.216214
200802,72,6,5,6.908753,1,216.124967
200803,50,5,5,-11.011097,16,205.113870
200804,52,5,5,6.576500,1,211.690370
200805,55,0,0,0.000000,,211.690370
200806,40,0,0,0.000000,,211.690370
200807,37,6,6,-10.828010,806,200.862361
200808,38,6,6,-8.091654,897,192.770707
200809,38,6,6,2.505415,11,195.276122
200810,35,6,6,-0.175620,25,195.100502
200811,35,6,6,-15.673811,123,179.426691
200812,32,6,5,5.757665,1,185.184357
200901,32,6,5,5.840370,1,191.024727
200902,33,6,5,4.647665,2,195.672392
200903,33,6,5,4.516746,3,200.189138
200904,34,6,5,4.679389,1,204.868527
200905,33,5,5,2.239049,20,207.107576
200906,34,5,5,2.208109,26,209.315685
200907,35,6,5,6.280590,1,215.596274
200908,38,6,5,4.224380,3,219.820655
200909,39,6,5,4.546306,3,224.366961
200910,39,0,0,0.000000,,224.366961
200911,42,0,0,0.000000,,224.366961
200912,50,0,0,0.000000,,224.366961
201001,55,0,0,0.000000,,224.366961
201002,58,7,7,-2.024591,54,222.342369
201003,59,7,7,-7.702380,8,214.639990
201004,66,0,0,0.000000,,214.639990
201005,66,0,0,0.000000,,214.639990
201006,67,0,0,0.000000,,214.639990
201007,69,0,0,0.000000,,214.639990
201008,81,8,8,6.815748,1,221.455738
201009,91,8,8,6.036036,2,227.491774
201010,104,8,8,6.876936,1,234.368710
201011,106,8,8,-3.253713,3,231.114997
201012,109,8,9,3.456875,5,234.571873
201101,109,8,9,5.701317,2,240.273190
201102,106,8,9,-3.931178,13,236.342012
201103,107,9,9,3.535478,5,239.877489
201104,107,9,9,6.886979,1,246.764468
201105,104,9,8,6.906466,1,253.670934
201106,107,9,8,6.908754,1,260.579688
201107,106,9,9,6.456889,1,267.036577
201108,110,9,9,5.313793,2,272.350370
201109,116,8,9,6.904763,1,279.255133
201110,119,8,9,6.908509,1,286.163642
201111,126,8,9,6.229165,1,292.392807
201112,124,8,9,4.715569,2,297.108375
201201,125,8,9,6.908737,1,304.017113
201202,127,8,8,2.448495,3,306.465607
201203,133,8,8,-3.442338,11,303.023270
201204,135,8,8,-13.187117,31,289.836152
201205,132,8,8,2.621061,5,292.457213
201206,136,8,8,2.965749,5,295.422963
201207,141,8,8,1.297039,12,296.720002
201208,136,8,8,2.060384,6,298.780386
201209,155,8,9,3.653625,5,302.434011
201210,162,8,9,6.788608,1,309.222619
201211,164,8,9,6.908735,1,316.131354
201212,167,8,9,6.515375,1,322.646729
201301,166,8,9,6.908117,1,329.554846
201302,162,8,9,-0.901459,4,328.653386
201303,158,8,8,6.908723,1,335.562109
201304,167,8,8,6.908753,1,342.470862
201305,158,8,8,6.908755,1,349.379617
201306,158,8,8,6.908747,1,356.288365
201307,166,8,8,6.908755,1,363.197120
201308,166,8,8,6.908598,1,370.105717
201309,180,8,8,-11.453488,7,358.652229
201310,171,8,8,6.908754,1,365.560983
201311,175,9,8,6.908755,1,372.469738
201312,174,9,8,6.908755,1,379.378492
201401,178,9,8,6.908755,1,386.287247
201402,176,9,8,6.908755,1,393.196002
201403,170,9,8,6.908755,1,400.104757
201404,173,9,8,6.908755,1,407.013512
201405,169,9,8,6.908755,1,413.922266
201406,167,9,8,6.908755,1,420.831021
201407,185,9,8,6.907586,1,427.738607
201408,188,9,8,6.908755,1,434.647362
201409,194,9,8,6.908755,1,441.556116
201410,191,9,8,6.908755,1,448.464871
201411,187,9,8,6.906948,1,455.371819
201412,185,8,8,-16.483460,21,438.888359
201501,174,8,8,6.908527,1,445.796886
201502,180,8,8,6.494677,1,452.291564
201503,176,8,8,-7.255667,60,445.035896
201504,164,8,8,6.908088,1,451.943984
201505,157,8,8,6.907745,1,458.851730
201506,149,8,8,0.521927,7,459.373656
201507,150,8,8,6.908755,1,466.282411
201508,151,8,8,6.908755,1,473.191166
201509,157,9,8,6.908755,1,480.099921
201510,154,9,8,6.908755,1,487.008676
201511,148,9,8,6.908755,1,493.917430
201512,150,9,8,6.908755,1,500.826185
201601,147,9,8,6.908755,1,507.734940
201602,160,9,8,6.908755,1,514.643695
201603,161,0,0,0.000000,,514.643695
201604,160,0,0,0.000000,,514.643695
201605,160,9,8,6.908755,1,521.552449
201606,160,9,8,6.908753,1,528.461202
201607,166,9,8,6.908755,1,535.369957
201608,161,9,8,6.908754,1,542.278711
201609,152,9,8,6.908749,1,549.187460
201610,147,9,8,6.908603,1,556.096063
201611,147,9,8,6.388606,1,562.484668
201612,149,9,8,6.908755,1,569.393423
201701,166,9,8,6.908753,1,576.302175
