target,y_cov,rtg,n_dates,rho_lvl,abs_rho_lvl,rho_res,abs_rho_res,share_res_gt_03,acf1_res,stress_lift_res,stress_lift_lvl
yield,skew,AAA,202,-0.3057751975380558,0.3057751975380558,-0.00691699604743083,0.33636363636363636,0.5355191256830601,0.9485088957257838,-0.13196028895117046,-0.06525635795941126
yield,skew,AA,206,-0.17448121565720723,0.17763592383949478,-0.058860759493670894,0.16060440401478213,0.27807486631016043,0.9376219882010405,0.12518053777872662,0.1259086341435523
yield,skew,A,206,-0.1521314533994305,0.18259262378600613,-0.04884001941454636,0.14696380518516752,0.20320855614973263,0.9584487642318933,0.0064104579184065535,-0.01122379081474173
yield,skew,BBB,206,-0.11926857594040692,0.13625423734970002,-0.0369259714160564,0.1465096979095277,0.10695187165775401,0.9412978981419863,-0.0013082791952062633,0.02256708742040714
yield,skew,BB,206,-0.05314878406081657,0.10251999842371586,0.006631975247608081,0.15208247918614123,0.20855614973262032,0.924861367916149,0.08616285072458527,0.1046679154377496
yield,skew,B,206,-0.02333445332710252,0.09194143636415596,0.02576344086021505,0.16552380952380952,0.17647058823529413,0.8492895323946248,0.023213587427591553,0.09620895895048114
yield,spr_to_d2d,AAA,167,0.8787878787878788,0.8787878787878788,-0.1916971916971917,0.5945747800586509,0.7425149700598802,0.8934691041330814,-0.02929174241318455,-0.2006921616571321
yield,spr_to_d2d,AA,207,0.6933874843779047,0.6933874843779047,-0.023540080609046127,0.48411684891052764,0.6811594202898551,0.9447738784014047,-0.22183571141939845,-0.5107692458711581
yield,spr_to_d2d,A,207,0.7378296697561217,0.7378296697561217,0.061022180424170354,0.46420784019196865,0.6280193236714976,0.966194515673676,-0.4118876913053631,-0.591119805428165
yield,spr_to_d2d,BBB,207,0.735868585467698,0.735868585467698,0.176411748292864,0.4368888290789586,0.6763285024154589,0.9469286969001086,-0.07196319403837964,-0.5634581540186202
yield,spr_to_d2d,BB,207,0.5824546906080132,0.5824546906080132,0.35347580596199374,0.525517590372049,0.6956521739130435,0.9456626376846449,-0.06964094059180914,-0.41747654176641547
yield,spr_to_d2d,B,207,0.34249864010104425,0.3491902834008097,0.23113854073649254,0.36533902323376,0.5458937198067633,0.9308925120386262,0.02996718723202474,-0.14731609793263903
yield,spread,AAA,207,0.8833333333333333,0.8833333333333333,-0.17307692307692307,0.6111336032388665,0.7246376811594203,0.9238960477155126,-0.18422262778287268,-0.2606682146542827
yield,spread,AA,207,0.8417980968972428,0.8417980968972428,0.08134842256979662,0.42162406881508,0.6231884057971014,0.9308958202866543,-0.15637356892904603,-0.2211661765712003
yield,spread,A,207,0.8427183343412242,0.8427183343412242,0.13709269213946526,0.457314363345368,0.6231884057971014,0.9543997527465227,-0.3103364971249883,-0.22877476137996522
yield,spread,BBB,207,0.8577753372538451,0.8577753372538451,0.20047248730096487,0.3541822136388352,0.5893719806763285,0.9139875687585988,-0.29775645456977384,-0.348307819514579
yield,spread,BB,207,0.8752825782966136,0.8752825782966136,0.10311064385848664,0.1823441333317976,0.23671497584541062,0.7357186794085854,0.018136596733496962,-0.26805560183994825
yield,spread,B,207,0.9032029919202172,0.9032029919202172,0.0454710688941221,0.20852061402520117,0.357487922705314,0.6592639544897463,0.08635991913946878,-0.21468652222017715
yield,turn_vol,AAA,207,0.12262786789699319,0.1686028680108966,-0.12371791482634838,0.24478095736154543,0.463768115942029,0.8086044046511982,-0.11941796728416837,-0.008551702810851103
yield,turn_vol,AA,207,0.05328363162753366,0.09765480945199433,0.0641709252327011,0.13160282239279358,0.024154589371980676,0.9149763446090716,-0.0033042214865311725,0.03734267562808602
yield,turn_vol,A,207,0.030090681524182945,0.09109315697194406,-0.050452691634497095,0.07849344932749629,0.09178743961352658,0.9545376928647427,0.2403054445536788,0.2153711411428944
yield,turn_vol,BBB,207,0.07467162109973696,0.0749292081452341,0.03368919579589524,0.04912537203495421,0.0,0.9177393730759102,0.012294675878877767,-0.008688661378715198
yield,turn_vol,BB,207,0.08544194244599854,0.09373457218787905,0.022307750597788396,0.1020300288774681,0.01932367149758454,0.8944681480324236,0.030837564324472377,-0.05527461476774834
yield,turn_vol,B,207,0.07405102896224722,0.130539196457306,0.03781172548867476,0.12221151147093173,0.10628019323671498,0.8899700056392934,0.0737341945636032,0.05612119923140896
yield,vixbeta,AAA,202,-0.0039819140090200655,0.20484356329944564,-0.049999999999999996,0.2704072398190045,0.4644808743169399,0.9037904977546745,-0.09839307718314891,-0.03709729243535059
yield,vixbeta,AA,206,-0.1133756758855533,0.19873753847272568,-0.17235879426397427,0.32407867820613684,0.5294117647058824,0.9578379253039555,-0.1055514364354797,0.04725909668883288
yield,vixbeta,A,206,-0.11314788527677036,0.16217331266891,-0.08871203548361471,0.23313732030398918,0.36363636363636365,0.9528415633720921,-0.10174185833106861,0.000983179332476991
yield,vixbeta,BBB,206,-0.14671023576657627,0.16881867473185402,-0.10045391259264094,0.16888990464468248,0.31016042780748665,0.9579477411951637,-0.10486806133465261,-0.06790383464653163
yield,vixbeta,BB,206,-0.062225383138036966,0.10163146028981006,-0.010969231612846814,0.1176930398331342,0.13903743315508021,0.9219834958362679,-0.08663188539144187,-0.032421473672136575
yield,vixbeta,B,206,-0.12346011110145966,0.1317477780392785,-0.07914849615609404,0.13132904831018039,0.12834224598930483,0.8436419202585276,0.028099737012321283,0.09109755279147744
yield,volatility,AAA,202,0.8458041958041959,0.8458041958041959,0.006993006993006993,0.4991905642923219,0.644808743169399,0.9413703277939279,0.3163407219636734,0.016635942578191787
yield,volatility,AA,206,0.8251529296566638,0.8251529296566638,0.06783614135964476,0.5273815968786753,0.7165775401069518,0.9745097315761525,0.16777733024883124,-0.06478279719512958
yield,volatility,A,206,0.8330091326738647,0.8330091326738647,0.13568495491566543,0.3459226572249101,0.5668449197860963,0.9695481835705593,0.28861650816961487,-0.07358085265007275
yield,volatility,BBB,206,0.8056306270321291,0.8056306270321291,0.32256997913510516,0.4445545782858028,0.6631016042780749,0.9788374927001602,0.16176999015340343,-0.024786559824221288
yield,volatility,BB,206,0.427477870071571,0.427477870071571,0.04213935992357297,0.18581508183278095,0.2192513368983957,0.9299497996422349,-0.04690135289144101,0.047043485113676065
yield,volatility,B,206,0.3078961588911519,0.3078961588911519,-0.011400584434292298,0.18599239250103045,0.31016042780748665,0.9109489417666289,0.044735137323706015,0.024166948064189175
