y_cov,rtg,date,n,rho_level_y,rho_level_self,rho_resy_y,rho_resy_self,rho_resself_y,rho_resself_self,slope_y,log_slope_y,slope_self,log_slope_self
coupon,BBB,201205,662,0.40465159114166255,0.9482315516258197,0.12143836294657434,0.8803092544092215,0.2399811719789258,0.6286188614763266,0.24545131893002006,0.11778188258147869,0.8738343115233083,0.22017568109755287
coupon,BBB,201206,663,0.42408130230286983,0.9632891207550993,0.15006930374238933,0.9064155214177373,0.22089715745218588,0.4486867237648217,0.24143136723904735,0.12642586812018908,0.8767556752072644,0.21957814340994808
coupon,BBB,201207,680,0.4195272774185636,0.9393211973921683,0.14688542525843065,0.879848572336878,0.20134400902033045,0.3093218957958768,0.2352858995015257,0.13581288021050278,0.8708437933745534,0.23021352741593004
coupon,BBB,201208,652,0.4628135392111806,0.9586184302443106,0.1769958238530644,0.8982350419614652,0.18895167904475063,0.24382711492699372,0.23533252600535703,0.14593624284214277,0.898192867530391,0.20235413476138076
coupon,BBB,201209,704,0.4697003689931737,0.9591161532090985,0.12275980450012006,0.8649952813446656,0.01803409577553745,0.0221282923970494,0.23977927679268055,0.14621114600481847,0.9136836748382695,0.18662662864021046
coupon,BBB,201210,702,0.4930033278874507,0.9519044732608037,0.08015232412241281,0.8337817797236673,-0.024454321540120803,-0.24640006718240817,0.24353326365404215,0.13669137446557114,0.9490701059370136,0.15418459105551668
coupon,BBB,201211,713,0.45295985837167096,0.9501972676759554,0.0710231591226753,0.8267752809880595,0.12476441963059894,0.3519929424847818,0.2465771422123095,0.13980395889610756,0.9326159140993976,0.1518718735800935
coupon,BBB,201212,723,0.5204591779764285,0.914798487700739,0.04485427135594003,0.7948152973762042,0.07598934062780963,-0.344496884430433,0.25484386802717957,0.13592406667772028,0.9545110010799568,0.1489866937090043
coupon,BBB,201301,738,0.48184427494562837,0.9297190705468305,-0.040854696830045285,0.7230145937767932,-0.0954452881865852,-0.11137043913407647,0.2617675133856177,0.13906616630548702,0.9576766118707007,0.12997414466645765
coupon,BBB,201302,745,0.5018781085713498,0.9511847044465531,-0.005661813414722054,0.7870072732570388,0.214353191598063,0.2502081099921237,0.2709199336957255,0.145519736093791,0.9636895659142626,0.13037144777851736
coupon,BBB,201303,745,0.48734430306028137,0.9612727573055628,-0.04191090523287352,0.7590439677634397,0.005525321095825587,0.1675785771758288,0.28020686761916713,0.15256890414448154,0.9582006918191273,0.13640454512069283
coupon,BBB,201304,776,0.49418851046713563,0.9527216161003991,-0.08833630595643523,0.7289495681248259,0.06288628443704286,-0.036966049616531826,0.2870281609293107,0.15835611207781242,0.9555460428684208,0.13305602232716573
coupon,BBB,201305,797,0.49815260263949895,0.9569154472096537,-0.11150412847638394,0.7276004649429921,0.05867728379284545,-0.036892796924879685,0.29439998616861807,0.17330019296803215,0.9599076752902537,0.13217847853809686
coupon,BBB,201306,806,0.4722372889714028,0.9525234810850752,-0.0644636063022618,0.7569005666127,0.1450014603187754,0.3631759148920211,0.29997503978093215,0.17383392209845017,0.9665575342922036,0.12803914718292028
coupon,BBB,201307,798,0.48432952509680954,0.9671060084811113,-0.13121108147024566,0.7373659272749442,-0.026686020556460036,-0.2558747556623873,0.30478510643891293,0.17575438394359671,0.964772944876323,0.12927274987654078
coupon,BBB,201308,809,0.4784304423204718,0.9412853617222761,-0.13161162788896866,0.7065820302673036,0.12396934369014823,0.14091323635865854,0.3065963542867485,0.1748594959848652,0.9591488051699215,0.1308492881502032
coupon,BBB,201309,863,0.4540792204667973,0.8998585208047493,-0.1646941516623211,0.6233552842847229,0.014022364708036174,0.14424136099035215,0.3061838215772463,0.1770400260570294,0.9468167245093313,0.11753223889695895
coupon,BBB,201310,891,0.46864270436957456,0.9572126426863541,-0.19906525305770362,0.6854817807405099,0.06094417041897631,-0.0831875633105038,0.3044895744587276,0.17983359576222266,0.9342383012622021,0.12887615058799698
coupon,BBB,201311,897,0.47210128636400434,0.9618676270989104,-0.2142442765437302,0.6686175311528133,0.11055341023517049,0.15226245947308767,0.3017272691401245,0.1840094620840685,0.9398453970041848,0.13067739505777493
coupon,BBB,201312,912,0.5283005826215734,0.9178634347894784,-0.24197972853968955,0.5900470616018346,0.02159411883646239,-0.26452944377998333,0.2948414372923947,0.18506042621384614,0.9319936881839223,0.13151305597725527
coupon,BBB,201401,911,0.48486155085801164,0.9512294467910042,-0.2066324181741838,0.6309651048587439,0.20430892516886517,0.43478813346801093,0.29195987615072344,0.18641302424580358,0.9264803085517151,0.14725357070053507
coupon,BBB,201402,925,0.5160960223054788,0.9626263429274428,-0.21416119483830057,0.6559072752593271,0.13428241949739936,0.01918899966416165,0.28518546182091004,0.18163907644944777,0.9304504809848045,0.14313936775600816
coupon,BBB,201403,925,0.5311072124827505,0.9557595363744736,-0.26015994937480785,0.58656460334521,0.030282419905153523,-0.12526430828771834,0.28146497361043615,0.18332185465354,0.9415684910515602,0.14680553236414243
coupon,BBB,201404,938,0.5499336291862701,0.9477476132041687,-0.2493115382311087,0.5618170675490901,0.12766398589115746,0.09843406945020095,0.2796021307113702,0.1827678164517707,0.9452993505669226,0.12582000938433013
coupon,BBB,201405,931,0.5219459965597021,0.9690723466168241,-0.2667722455580074,0.5758531085729396,0.12467721155062994,0.26494735087357446,0.27626099420677785,0.18456109849836122,0.9405099473234634,0.14966854924998635
coupon,BBB,201406,950,0.5269520255751609,0.9437991947621928,-0.2911586089643885,0.549554470420466,0.101925940307412,0.03244241646921785,0.27236842263180316,0.1871438101157931,0.9276328757670841,0.15513254426129172
coupon,BBB,201407,962,0.5259460240379351,0.9487590560143978,-0.3063491938587036,0.5226366776260639,0.17262875252769452,0.21916846716696833,0.26910241089150855,0.18946555702619236,0.9315743357162364,0.15056104975585521
coupon,BBB,201408,976,0.5316146922525794,0.9427130431191039,-0.22088425719794613,0.5923730802144146,0.27024904477809447,0.3276629696125644,0.26524653658814745,0.19353095273640622,0.929899611181864,0.15425859252554147
coupon,BBB,201409,1001,0.5158772571241221,0.9118490905014094,-0.1474117826503641,0.6105926648202097,0.17285508440784084,0.28238554260111143,0.26021694470890666,0.1925735323236868,0.9345408422710195,0.156568395542058
coupon,BBB,201410,1017,0.5285976352388131,0.9438195366353374,-0.09778944497236598,0.6923128312829343,0.22567126734239634,0.22489208727888646,0.2552293620616136,0.18767090745591927,0.9368476467292163,0.14079698021308434
coupon,BBB,201411,1030,0.5193038449122599,0.9398262347512434,-0.011929631317619033,0.7411512275122374,0.28033803319368705,0.39792649386744244,0.25096301832901047,0.18802426391536442,0.937823853379224,0.1432743736914315
coupon,BBB,201412,1030,0.5344959697794733,0.9281732205783668,0.11847533624960013,0.8040849601112713,0.32062585640123575,0.37013278452602355,0.2468473572165942,0.19095951291580604,0.935235024624377,0.14703106052592213
coupon,BBB,201501,1046,0.5314223040393802,0.9376645250473371,0.20020059741701912,0.8427382660349636,0.2887437718100773,0.4385982521838567,0.24353412177524614,0.19327785996451072,0.939078889840056,0.1252458882053116
coupon,BBB,201502,1083,0.5485945476418799,0.9547949482566964,0.14877990600933833,0.8324551595087636,-0.15704262727900586,-0.3834776354193568,0.24105745379965884,0.1955285766036299,0.9501863180763017,0.13005835379252587
coupon,BBB,201503,1077,0.54926676358054,0.9635227262005321,0.188374536237536,0.8595435344378017,0.23916245235094047,0.3905244507636234,0.23628463586963788,0.19872302292731028,0.9425226083253626,0.13956930827457442
coupon,BBB,201504,1097,0.544965909883556,0.9695758005985138,0.19167908198822722,0.8675449118931244,0.06159449596430624,0.07682126261149706,0.23115367542764578,0.19939708940845932,0.9392437879378897,0.15777984804796058
coupon,BBB,201505,1125,0.5414276867942568,0.9528327566719784,0.1894893618540752,0.8514646365806996,0.1759190725039666,0.15717740353502524,0.22718936972739512,0.20210463683820612,0.9392311152647271,0.1493383759205493
coupon,BBB,201506,1143,0.5434913711958871,0.9560296932387539,0.20564917564949817,0.8597879245764668,0.171269014681334,0.2285971423395406,0.22336359663342273,0.20147298233358188,0.9434543049033361,0.15319758742091305
coupon,BBB,201507,1177,0.527658149292136,0.9650631305553841,0.27631062171883464,0.8989439001444735,0.2766317013532517,0.5198424409759352,0.21800689359774542,0.20873160832782564,0.9328086423296232,0.16255237185097637
coupon,BBB,201508,1197,0.5171342738363122,0.9595117296960541,0.3265654477780023,0.9076791408020696,0.28287247111249214,0.5090199434697512,0.21294069867441462,0.22027619074393331,0.9364601356845365,0.1613074267812531
coupon,BBB,201509,1190,0.5167416803367132,0.9731172885934949,0.37380279745666467,0.9377421180512464,0.34814752693555895,0.5935041502136823,0.20877574406358462,0.22736039019917112,0.9360727386502323,0.17347643009013233
coupon,BBB,201510,1198,0.5272477973596011,0.9635242904578779,0.3815399716522222,0.9327063562432851,0.15719383653557448,0.07279648924106087,0.20561164090603096,0.22882793009242675,0.9438666397700256,0.1919640593368692
coupon,BBB,201511,1232,0.5287194339525617,0.9545455057376613,0.4141825704118761,0.9262934515436503,0.2991685115841826,0.45817882578003427,0.2039960559881556,0.23057903452062103,0.9511272241980381,0.17489935525141467
coupon,BBB,201512,1347,0.5071217404437952,0.9093179426837487,0.4364743714855261,0.8858752446499174,0.23088995774816898,0.28724350765340284,0.20457265711413936,0.23517199558632926,0.9585272700415176,0.17420260868301704
coupon,BBB,201601,1352,0.5039623981728444,0.9592439596248125,0.49638646693567773,0.9469699011204089,0.28847129843292063,0.5649272517511332,0.20660538228390424,0.233979823217067,0.9806435828579156,0.15873440665529576
coupon,BBB,201602,1392,0.4906035488145416,0.9564848986352122,0.4622528790316138,0.9375656372756982,0.06404778008976346,-0.0010300490516020327,0.21137070784483092,0.23761969034837577,0.9999739362796389,0.14889152583827134
coupon,BBB,201603,1383,0.5094954275042686,0.9521826830029138,0.41226141737808775,0.928842654313923,-0.2366025452364523,-0.6547092184144107,0.21523919161234473,0.23926267070175936,0.9789687670491273,0.16730139573465888
coupon,BBB,201604,1397,0.5195684003181331,0.9700362406515638,0.3862394171790402,0.9437059845019357,-0.23393832020541003,-0.5766464892959854,0.2203154514780695,0.24224203336585726,0.9879067845852719,0.17282039368457855
coupon,BBB,201605,1413,0.5296655145786084,0.9790138867799532,0.3935805789188809,0.9524591872288686,0.16495264363088794,0.16104268130610364,0.22445891944836743,0.24163482486230134,0.9765620935085741,0.19533998323442694
coupon,BBB,201606,1422,0.5325098966298254,0.9707667679366108,0.3774332488595574,0.9334470654648431,0.030654620207370586,-0.10865120163333099,0.22842937568149255,0.24319429751476274,0.9746843819257655,0.19851271318445152
coupon,BBB,201607,1432,0.5318295090820557,0.9669012905563723,0.3516068002948892,0.9256428129200486,-0.03382466399043435,-0.12125428537331912,0.23347433833600745,0.24212205411448984,0.9794361231092945,0.19609521580666278
coupon,BBB,201608,1465,0.5483356807118147,0.9579999845220663,0.32358005276736623,0.9061326644805037,-0.19244193679433214,-0.5002515522028942,0.24178025164080266,0.25007745172264156,0.9932525398234127,0.19855109639539922
coupon,BBB,201609,1486,0.5374230879730983,0.9602161534146455,0.271249201485563,0.888963258056828,-0.2023141799223729,-0.39177331779041086,0.2509630496093895,0.2509502555779893,1.0060512975558225,0.20219375457943292
coupon,BBB,201610,1486,0.5364454856925369,0.9669378812825296,0.1980355556973245,0.8714206558118524,-0.2361281503861993,-0.5089757479183784,0.26152196320811627,0.2522100736675275,1.0237086307063252,0.20854714087306814
coupon,BBB,201611,1491,0.5447207585727892,0.9614840577506463,0.10482041458195704,0.812914701164146,-0.1810500854338549,-0.47419667194322046,0.2707653843908712,0.25265644069390886,1.013146710513938,0.21167084183488766
coupon,BBB,201612,1498,0.5459834061210754,0.9389015379270518,0.028884415548998153,0.7364431818337491,-0.19104077888443996,-0.44836247054727746,0.2802666911734206,0.24919855677904174,1.020311587517878,0.22085470659012904
coupon,BBB,201701,1541,0.5249854510211448,0.9266376805961271,-0.04809033738844319,0.666650388507583,-0.2354081921315196,-0.3974494193917761,0.28962797556645165,0.2500229419721968,1.0316666519374247,0.23829092906877547
coupon,BBB,201702,1560,0.5555134667069906,0.9516255390239083,-0.050936967384717285,0.6939360373128409,-0.06021865996485434,-0.2977360294096996,0.30488176429040637,0.25859136907978114,1.0586358848878206,0.23131756964828973
coupon,BBB,201703,1539,0.5535543672571898,0.9687206792081106,-0.050292722003375805,0.7080975429082323,-0.0990842149379493,-0.17052521605286822,0.32159601164288676,0.2628380971037186,1.0581775956074515,0.23795557913583865
coupon,BBB,201704,1545,0.5462398534298198,0.9711433398146895,-0.0848834858382554,0.673057597904955,-0.03767701038868772,-0.022532899200032687,0.3310276577863097,0.25411757618128084,0.9946657175910548,0.2227326494187828
coupon,BBB,201705,1536,0.5685414386870421,0.9669843221710275,-0.08343961886812444,0.6742679194627921,0.10436369500985665,0.0069448100059578514,0.33739988157623424,0.24697189432355818,0.9802827545827706,0.21602590107396627
coupon,BBB,201706,1555,0.5847415089868608,0.9519777605485411,-0.1030639872895763,0.6298416765242347,0.039035144260554475,-0.04452496350536465,0.3456041713098176,0.24859126991248903,0.9839981272296727,0.21368725956403437
coupon,BBB,201707,1586,0.5822294207391792,0.9677578171907473,-0.15864899402749466,0.5790694773364835,-0.032736954506143195,-0.10567300089858331,0.3521851384469057,0.25058996595135313,0.978013067428968,0.2175507072439106
coupon,BBB,201708,1603,0.5724517023896282,0.9486893669542964,-0.06023936375092462,0.6535185658191113,0.3039091414724139,0.44052682502115603,0.3558213245628648,0.2521829480764592,0.9718290132661266,0.20916716936237476
coupon,BBB,201709,1632,0.5729790853760725,0.9741007766833946,-0.10416140725057316,0.6433357768892635,-0.06215425941589287,-0.12882212761446563,0.3560211178359341,0.25658994220135617,0.9610494664631452,0.20821151737341878
coupon,BBB,201710,1640,0.5653031943415046,0.9738786196478211,-0.13121466159269615,0.6224520655352317,0.00800438160602925,0.03237505347428781,0.3522349646321803,0.26075515671263216,0.9515850637315908,0.2023779839072659
coupon,BBB,201711,1627,0.5642380687895102,0.9671431685481321,-0.1002726816181033,0.6438183534777593,0.13260750602127927,0.1766546557879856,0.34801142922850736,0.26439855192747697,0.9498930203582923,0.2010072061334739
coupon,BBB,201712,1635,0.584135988984268,0.951503689183832,-0.08230276440647592,0.6455774657792931,0.20352739037898077,0.18932457158304034,0.3407986879132745,0.26532134725336426,0.9400439262207189,0.19875349473710302
coupon,BBB,201801,1652,0.5621749360719811,0.959544957684886,-0.19687147658306575,0.5441372890233613,-0.2347316109919277,-0.3188710174370182,0.3304686165735313,0.2650485281076542,0.924306427552529,0.19224966119304374
coupon,BBB,201802,1686,0.6027713816646553,0.944498158264585,-0.11194536682427736,0.6161263477973496,0.3065769085143508,0.28070089237993545,0.3104288487155992,0.2607077187404477,0.8883665779911,0.20216375531532063
coupon,BBB,201803,1672,0.5985594029141961,0.9565843398990392,-0.0034996803037128273,0.6772938561741373,0.31096943103188873,0.48187758202393505,0.2912863318372812,0.2639454989791697,0.8685535600830053,0.22057931365056704
coupon,BBB,201804,1708,0.6023828717669254,0.9615961014745658,0.12763259042239353,0.7777543489111227,0.3213512550759322,0.4678290041996994,0.27878401052485174,0.26662155746521105,0.910690473691282,0.19749855829925494
coupon,BBB,201805,1730,0.6088953909587279,0.9473081357343431,0.205818052562902,0.8052504277929351,0.3386311354325452,0.41780335775024,0.26920159211537176,0.2733390245392476,0.9307441018186905,0.1694617252031633
coupon,BBB,201806,1726,0.6232523192102478,0.9677647259655868,0.29377289329857825,0.8567325948006058,0.4303536132981237,0.5773040516753932,0.258983874771424,0.27618575301630705,0.9208033098738705,0.16355901773131634
coupon,BBB,201807,1738,0.6210974829988959,0.970621042513376,0.2766810300712396,0.8508462246860045,0.026870067898287997,-0.020143887117009773,0.2504903585873345,0.27966348574476685,0.924774135027369,0.14536504506986092
coupon,BBB,201808,1749,0.6180513809559681,0.9710243511339423,0.338322797171024,0.8781269385090665,0.4013910844319477,0.5468105873754532,0.24193296319929214,0.2817892898145238,0.9229002986997208,0.13787097726043956
coupon,BBB,201809,1792,0.6095089738809991,0.972649932272845,0.3228526974364206,0.8708044420471089,0.020749148742988995,0.062378323302654776,0.23648142724184762,0.2792001713312945,0.9374227381484814,0.11978227611555478
coupon,BBB,201810,1818,0.6080028830872233,0.9787951334476918,0.3500458595635871,0.8975733052940804,0.3102765601813696,0.4580197188251194,0.23222370972379214,0.27995591166572315,0.9371869140708287,0.12364583261986885
coupon,BBB,201811,1849,0.5727831687454946,0.9430886798751392,0.35292562397668426,0.8631214990446713,0.23420388858580543,0.39940082398566507,0.22811150460516394,0.27742987639258665,0.9457307149049742,0.11534702460987052
coupon,BBB,201812,1870,0.5729427129031796,0.9583777875405199,0.37094963562959066,0.898016139498112,0.27759843976680176,0.4065097329889248,0.22555400978954412,0.2762234891685925,0.9561915709564069,0.09590868341888341
coupon,BBB,201901,1841,0.5894459014906936,0.9422169556142164,0.39863396798968415,0.8932952486956616,0.08617435487750415,-0.061325162065734,0.22471748241403258,0.27380921097244687,0.9654853450010632,0.0760043396113549
coupon,BBB,201902,1847,0.6204649584999854,0.9629142358335047,0.42861153051525047,0.9173965735037721,0.14352509684155645,-0.025801256588835957,0.22399229368181797,0.2730787907396546,0.9611414409832703,0.07178590760869673
coupon,BBB,201903,1828,0.6403322389684999,0.974025036696299,0.46648023012601286,0.9333012198567703,0.22029700075835,0.18816960402158384,0.2230661470519666,0.2677985639596703,0.960465493441576,0.06648604861143625
coupon,BBB,201904,1860,0.6549714206620373,0.9596254136414306,0.44255468383784224,0.907726671806466,-0.17938946032042544,-0.4495398812709867,0.22251172189241233,0.266580177494835,0.9588712576315896,0.06170510413113022
coupon,BBB,201905,1844,0.6551054578285527,0.9649947204655747,0.47618997487539333,0.9153366951014578,0.3811451282895981,0.48851984955984545,0.2235356675857271,0.26127849235544115,0.9602687596815508,0.042873272085084374
coupon,BBB,201906,1865,0.6672659501308166,0.9672572989679831,0.4668043864408214,0.9183440525284219,-0.08635247949276081,-0.26139530957360313,0.2249797024796032,0.257192232293413,0.9616438232994928,0.04326392241240995
coupon,BBB,201907,1886,0.6742570602116148,0.9671270801967334,0.47878040014865497,0.9209596354414371,0.20483938489588857,0.19002934301541313,0.22821685337173758,0.2536448471532092,0.9692718719138974,0.04016812895915696
coupon,BBB,201908,1883,0.6698536614752528,0.9649154268757488,0.48521714515267844,0.9161908965747756,0.32697804959194043,0.41952541069206156,0.23112835448240274,0.24837041697729476,0.965057497443338,0.04138419565209956
coupon,BBB,201909,1908,0.6666071229760677,0.9727554539102449,0.46989519976352645,0.9209184398372373,0.1653962387782553,0.16602967798878976,0.23392724823646144,0.24724809763416597,0.9652769737675455,0.04412923667558076
coupon,BBB,201910,1911,0.6587844797567605,0.972966541179304,0.44491979399106063,0.9188404110420174,0.016118605073787404,-0.0480552551271012,0.23652458939077067,0.2439029609800435,0.9659468109647407,0.03745908575433824
coupon,BBB,201911,1883,0.6523259008645129,0.9704562784902909,0.4124705431791098,0.9078006892101538,-0.12597767730887935,-0.24083409330215405,0.2413726746645201,0.24123807916814544,0.9738881999510314,0.040262349142670795
coupon,BBB,201912,1829,0.663877190933026,0.9655861766220181,0.3514882531848104,0.8767403755974997,-0.3169156772194267,-0.5596805812941532,0.24769883171472284,0.23942969007759762,0.9807660144136284,0.037032443562216376
coupon,BBB,202001,1806,0.6734318504256845,0.9696842569743143,0.4026922961542569,0.8981533784370095,0.3385306762669618,0.4185449565847313,0.2554610848986251,0.23575585430937834,0.9914250993852158,0.03426813007657737
coupon,BBB,202002,1798,0.6719853742083182,0.9236354213834782,0.40681391427333474,0.8432043684859235,0.24695427338248768,0.2189075628382785,0.26614208546591506,0.23113463035527945,0.9938609852243686,0.03623303661284337
coupon,BBB,202003,1772,0.39050055501007025,0.583929657251237,0.2933432929172083,0.5255077413942569,-0.02352480634305941,0.009602310099219576,0.2776690164542519,0.2267777102447618,0.9905096543603575,0.036971684314640776
coupon,BBB,202004,1728,0.4881849274871243,0.8692449703096419,0.35313024224198675,0.859142034109374,0.1540399632586606,-0.3683462542878736,0.28982672012996374,0.22619895471574408,0.9891434907524176,0.03958605336785402
coupon,BBB,202005,1757,0.5441190103963739,0.9193153732227408,0.3838400374857106,0.9005348910973965,0.14700326245545936,-0.1756913610673731,0.2981592695728365,0.228045936130053,0.9728369904276597,0.0768748985713153
coupon,BBB,202006,1739,0.6312558132986691,0.95665334948341,0.4466173134673358,0.9406716354396059,0.16209702392938535,-0.2643885131708907,0.30870041235044204,0.23158525243035388,0.9798575907308127,0.08421137739888647
coupon,BBB,202007,1726,0.6147495828900698,0.9654443689673674,0.40592145348501235,0.9148668801506967,-0.19787946372014215,-0.2920794569935264,0.31557371821995,0.23475428038292062,0.9701841092394919,0.09356046342036159
coupon,BBB,202008,1719,0.648465868687562,0.976267748637553,0.42509768437097606,0.9341844369295472,0.15873221711645466,-0.06653976560832929,0.32523080758087,0.24190314959160808,0.9741283119298354,0.10053506218343125
coupon,BBB,202009,1529,0.6515400452760335,0.9839823090576864,0.44858488480759645,0.9445375782136003,0.3220680166211374,0.3372293379564065,0.3351779261582817,0.24426602602530928,0.9745465060945928,0.10515517542046009
coupon,BB,200307,137,0.4220013443230112,0.8896568783019395,0.16060868925771235,0.832728172195568,0.06253012961028412,0.01448186383407695,0.23427917263779624,-0.04721967627481725,0.8196210292445189,0.09736338517478262
coupon,BB,200308,143,0.3988484560705337,0.8210011819166747,0.13979391751705061,0.7535580616566532,-0.015479515021527689,0.020342919990807312,0.23427917263779624,-0.04721967627481725,0.8196210292445189,0.09736338517478262
coupon,BB,200309,148,0.36201955879718617,0.8154047760950927,0.06424328345959243,0.7381217678437239,0.24130810492734067,0.2579876136923117,0.2551841483185068,-0.03641749914478107,0.8313700312997158,0.12289016291393011
coupon,BB,200310,150,0.4345426109404214,0.8251797857682563,0.15811704102690347,0.7726370060891595,0.06148165991873589,-0.15336326058935953,0.24595695369251877,-0.053183898281913174,0.8312630255786392,0.12154089176205195
coupon,BB,200311,152,0.34670162503269686,0.870597803429493,0.08309160227193507,0.8097649655888846,0.18439709983286515,0.2323860879311641,0.24595695369251877,-0.053183898281913174,0.8312630255786392,0.12154089176205195
coupon,BB,200312,150,0.41676240340147297,0.7645015334014845,0.09793335713799418,0.7523409929330193,0.22435360449094696,-0.08705986932752567,0.24595695369251877,-0.053183898281913174,0.8312630255786392,0.12154089176205195
coupon,BB,200401,139,0.31485008055517905,0.7894633361633674,-0.02073502742067746,0.6732159613923767,0.08930412683090612,0.01006747397113365,0.25559301538969414,-0.06074613602434719,0.8228025460591647,0.11351042600755125
coupon,BB,200402,143,0.32517824110563737,0.8008511441610031,0.03300171235959367,0.7289183820873962,0.11266569036280816,0.3221543714501461,0.25823294655257717,-0.06796808436702248,0.8219382124068558,0.11589520018512346
coupon,BB,200403,139,0.3661734667628691,0.8519638947227309,0.08786714621665996,0.790669824388936,0.12964796753628988,0.35590955806783137,0.25823294655257717,-0.06796808436702248,0.8219382124068558,0.11589520018512346
coupon,BB,200404,135,0.28976539929050504,0.8745098039215687,-0.07730038079888012,0.7568286020876014,-0.1801227226677611,-0.25308750365817967,0.25823294655257717,-0.06796808436702248,0.8219382124068558,0.11589520018512346
coupon,BB,200405,140,0.3906568350254275,0.6906606022173144,0.04989296436307342,0.6322888194004069,0.24469956675560678,0.09394939975071617,0.27943321689940376,-0.08279878152946041,0.8065394089870196,0.12621187099077313
coupon,BB,200406,146,0.31487657062450364,0.8156189447909538,-0.11753110549252359,0.6446415316244589,-0.028854699492132683,0.10634031600358614,0.3023118195101287,-0.09382977557714871,0.8080406962551362,0.1390325545859322
coupon,BB,200407,152,0.3487543646910397,0.8550119943411313,-0.07062098529086702,0.7388035730151243,0.0800520458991579,0.18500673186667485,0.3023118195101287,-0.09382977557714871,0.8080406962551362,0.1390325545859322
coupon,BB,200408,153,0.26283156401323327,0.8108305523166203,-0.14410672811824554,0.718306461340517,0.1551491837721333,0.14925348129682492,0.31818423093829323,-0.07528348612382478,0.8061496717261776,0.14477149330709993
coupon,BB,200409,155,0.2074457564903841,0.8977764171312558,-0.15745775885317548,0.8031774676935968,0.07886027829152668,0.4914053688247237,0.3331174293714165,-0.058613494057512615,0.8112582999404969,0.14678671013245115
coupon,BB,200410,162,0.3023148063728277,0.8160751156216614,-0.06485144073071022,0.74545310848325,0.2048385412149448,0.17723950372656694,0.3328519126913829,-0.058176940841926816,0.8070395601118021,0.16081206593023575
coupon,BB,200411,167,0.3292704311515542,0.8504720335576696,-0.12801459600605208,0.7060380100384429,0.16448634340921414,0.17218145464664475,0.35454487184178546,-0.029778532965928285,0.7798444183309093,0.17963709636572206
coupon,BB,200412,163,0.3169029455621141,0.9137646888491288,-0.13561137732307346,0.7821786499319173,0.20986562779393822,0.28377142667132194,0.36648702257206844,-0.018358411615453082,0.8062546122195199,0.18770649150582813
coupon,BB,200501,164,0.33160305640402904,0.8697896084977516,-0.08564426318755847,0.7479580128400874,0.2068400281187875,0.4241225525571646,0.36030395230053713,0.004499986315666069,0.793583780910854,0.1814905504257831
coupon,BB,200502,169,0.289118757710139,0.8498209934861519,-0.1322097976750137,0.7336631694097758,0.14347603861860775,0.2996867386007658,0.3467338572994152,0.02574641998781854,0.7703847685691816,0.19003817310141913
coupon,BB,200503,172,0.303419855473268,0.7335191723090492,-0.17561258840965838,0.600665529935876,0.1299226407352154,0.09562452980144943,0.3495597463001407,0.020063924829172936,0.7655978648745715,0.19359627104321417
coupon,BB,200504,187,0.3791917262240458,0.8036695429404057,0.011652891211387989,0.7128540440947079,0.285893321829985,0.3766750226639605,0.35142632146624975,0.03233262019402003,0.7718571341599623,0.21039862887070437
coupon,BB,200505,196,0.36309130347011526,0.8793296623608443,0.0030861321769235345,0.7844432579748026,0.17022598040618944,0.1921730191490888,0.3477993189377218,0.04699278748246163,0.7663131111548804,0.21310836103200706
coupon,BB,200506,190,0.3326501149282459,0.8644814479479677,-0.04521509706637439,0.7620351052150447,0.20045496818307543,0.3818612849750905,0.3423409429387925,0.05612728459537971,0.7793237152037317,0.20729236216371083
coupon,BB,200507,190,0.35890973537795423,0.9164263188512294,-0.027164403456785294,0.8361995739785767,0.18715035456482879,0.2808898336591916,0.32501687880904623,0.07841003132118543,0.775997046429385,0.20608247554817993
coupon,BB,200508,190,0.28540923535738655,0.9058763838041876,-0.056357650086256705,0.8111351677623378,0.15731284548064117,0.5294396549838821,0.3109726711935438,0.07880428973001323,0.7743312883919025,0.19409803040812018
coupon,BB,200509,197,0.3687850767427659,0.8347569761637927,0.03829633499897784,0.764610782014698,0.26549968929273116,0.3546973934936226,0.29851430483844543,0.09527289340964626,0.7655635735963705,0.19843264526243168
coupon,BB,200510,194,0.2644357515645514,0.8260858846297657,-0.01924598229786929,0.7374893681714898,0.10285270657689503,0.4311825880438668,0.28023830842343633,0.09320160709064683,0.7536072567370573,0.1704988707730779
coupon,BB,200511,197,0.23696370536256559,0.8929991932167423,-0.005441412636519487,0.8434683518077283,0.1403805940559163,0.49007217100037986,0.26417836967288594,0.11349268952472648,0.7559565544051012,0.1980010269783249
coupon,BB,200512,165,0.2064575901522209,0.8977880479790561,-0.047548351307081994,0.8491384607164804,0.1411455949660604,0.4989714957390539,0.25475172196148893,0.1310622046879244,0.7425819923252774,0.20976899666652885
coupon,BB,200601,164,0.1822797238745229,0.8076557887720539,-0.10728925723196045,0.7607008284249043,0.13891433405701004,0.010153306217947845,0.25106662875725383,0.14197110353301917,0.7666462371424287,0.24159504651274374
coupon,BB,200602,171,0.18232923663150993,0.8439868481052152,-0.11450715969272758,0.7899320805433557,0.1942130178551122,0.33117335061319514,0.2572072778227996,0.1528733404705444,0.8009222508018625,0.21765211896030937
