date,n,B,sectors,log_E,rank,log_M
200709,53,4,1,6.908755,1,231.503522
200710,54,4,1,6.908755,1,238.412277
200711,56,4,1,6.908755,1,245.321032
200712,55,4,1,6.908755,1,252.229787
200801,54,4,1,6.908755,1,259.138542
200802,55,4,1,6.908755,1,266.047296
200803,56,4,2,6.908755,1,272.956051
200804,55,4,2,6.908755,1,279.864806
200805,55,4,2,6.908755,1,286.773561
200806,56,4,1,6.908755,1,293.682315
200807,56,4,1,6.908755,1,300.591070
200808,57,4,1,6.908755,1,307.499825
200809,57,4,1,-22.661514,82,284.838311
200810,55,4,1,6.908755,1,291.747065
200811,55,4,1,6.908755,1,298.655820
200812,55,4,1,6.908755,1,305.564575
200901,58,4,1,6.908755,1,312.473330
200902,56,4,1,6.908755,1,319.382085
200903,17,2,1,3.768482,8,323.150567
200904,20,2,1,5.584551,2,328.735118
200905,19,2,1,6.854115,1,335.589233
200906,19,2,1,6.794249,1,342.383482
200907,22,2,2,6.207237,1,348.590719
200908,22,2,2,6.884027,1,355.474746
200909,22,2,2,6.826694,1,362.301440
200910,17,2,2,6.090762,2,368.392202
200911,18,2,2,4.766079,2,373.158281
200912,18,2,2,5.622607,2,378.780888
201001,17,2,2,5.765935,3,384.546823
201002,9,2,2,3.544045,28,388.090868
201003,9,2,2,3.718389,19,391.809257
201004,9,2,2,3.896568,20,395.705825
201005,9,2,2,3.597905,27,399.303729
201006,9,2,2,3.654500,21,402.958229
201007,9,2,2,4.149301,14,407.107531
201008,9,2,2,3.881514,20,410.989045
201009,10,2,2,4.494578,11,415.483623
201010,10,2,2,5.107732,2,420.591355
201011,11,2,2,5.116861,6,425.708216
201012,11,2,2,4.956620,6,430.664836
201101,11,2,2,5.299068,5,435.963904
201102,11,2,2,1.926361,21,437.890265
201103,12,2,2,5.299317,5,443.189582
201104,12,2,2,5.116995,4,448.306577
201105,12,2,2,6.908755,1,455.215332
201106,12,2,2,5.809640,1,461.024972
201107,12,2,2,5.810142,1,466.835115
201108,12,2,2,5.810142,2,472.645257
201109,12,2,2,4.962845,5,477.608102
201110,12,2,2,5.810142,3,483.418244
201111,12,2,2,6.215608,2,489.633852
201112,12,2,2,5.522460,1,495.156312
201201,12,2,2,6.215608,1,501.371920
201202,12,2,2,6.215608,2,507.587527
201203,12,2,2,6.215608,2,513.803135
201204,12,2,2,5.116995,4,518.920130
201205,12,2,2,5.522460,2,524.442591
201206,12,2,2,5.810142,1,530.252733
201207,12,2,2,6.215607,2,536.468341
201208,11,2,2,3.354529,19,539.822870
201209,11,2,2,1.189729,17,541.012599
201210,11,2,2,1.631641,26,542.644240
201211,11,2,2,-0.282767,14,542.361473
201212,13,2,2,4.941325,5,547.302797
201301,13,2,2,5.083941,5,552.386738
201302,13,2,2,4.408880,8,556.795618
201303,13,2,2,5.298161,5,562.093778
201304,13,2,2,5.062369,1,567.156148
201305,12,2,2,4.910216,4,572.066364
201306,13,2,2,5.062128,3,577.128492
201307,13,2,2,3.639255,4,580.767747
201308,13,2,2,5.181215,3,585.948962
201309,13,2,2,4.543916,4,590.492877
201310,13,2,2,3.700641,5,594.193518
201311,13,2,2,4.845359,5,599.038878
201312,13,2,2,6.260389,1,605.299266
201401,18,2,2,6.908755,1,612.208021
201402,18,2,2,6.752089,1,618.960110
201403,18,2,2,6.813209,1,625.773319
201404,19,2,2,6.908755,1,632.682074
201405,18,2,2,6.908755,1,639.590829
201406,18,2,2,6.215608,2,645.806436
201407,18,2,2,6.908755,1,652.715191
201408,18,2,2,6.908755,1,659.623946
201409,18,2,2,6.908755,1,666.532701
201410,18,2,2,6.804381,1,673.337081
201411,18,2,2,6.908755,1,680.245836
201412,18,2,2,6.908755,1,687.154591
201501,18,2,2,6.908755,1,694.063345
201502,18,2,2,6.908755,1,700.972100
201503,24,2,2,6.908755,1,707.880855
201504,28,2,2,6.908755,1,714.789610
201505,28,2,2,6.908755,1,721.698365
201506,28,2,2,6.908755,1,728.607119
201507,28,2,2,6.908755,1,735.515874
201508,28,2,2,6.908755,1,742.424629
201509,28,2,2,6.908755,1,749.333384
201510,28,2,2,6.908755,1,756.242138
201511,28,2,2,6.908755,1,763.150893
201512,34,3,2,6.908755,1,770.059648
201601,34,3,2,6.908755,1,776.968403
201602,34,3,2,6.908648,1,783.877051
201603,34,3,2,6.908755,1,790.785806
201604,33,3,2,6.908755,1,797.694561
201605,33,3,2,6.908755,1,804.603315
201606,33,3,2,6.908755,1,811.512070
201607,33,3,2,6.908755,1,818.420825
201608,33,3,2,6.908755,1,825.329580
201609,39,3,2,6.908755,1,832.238335
201610,39,3,2,6.908755,1,839.147089
201611,39,3,2,6.908755,1,846.055844
201612,39,3,2,6.908755,1,852.964599
201701,39,3,2,6.908755,1,859.873354
201702,39,3,2,6.908755,1,866.782108
201703,45,3,2,6.908755,1,873.690863
201704,49,4,2,6.908755,1,880.599618
201705,49,4,2,6.908755,1,887.508373
201706,49,4,2,6.908755,1,894.417128
201707,49,4,2,6.908755,1,901.325882
201708,48,4,2,6.908755,1,908.234637
201709,48,4,2,6.908755,1,915.143392
201710,48,4,2,6.908755,1,922.052147
201711,48,4,2,6.908755,1,928.960901
201712,48,4,2,6.908755,1,935.869656
201801,48,4,2,6.908755,1,942.778411
201802,52,4,2,6.908755,1,949.687166
201803,52,4,2,6.908755,1,956.595921
201804,52,4,2,6.908755,1,963.504675
201805,52,4,2,6.908755,1,970.413430
201806,52,4,2,6.908755,1,977.322185
201807,51,4,2,6.908755,1,984.230940
201808,51,4,2,6.908755,1,991.139694
201809,51,4,2,6.908755,1,998.048449
201810,51,4,2,6.908755,1,1004.957204
201811,51,4,2,6.908755,1,1011.865959
201812,51,4,2,6.908755,1,1018.774714
201901,51,4,2,6.908755,1,1025.683468
201902,51,4,2,6.908755,1,1032.592223
201903,51,4,2,6.908755,1,1039.500978
201904,51,4,2,6.908755,1,1046.409733
201905,50,4,2,6.908755,1,1053.318488
201906,50,4,2,6.908755,1,1060.227242
201907,50,4,2,6.908755,1,1067.135997
201908,50,4,2,6.908755,1,1074.044752
201909,50,4,2,6.908755,1,1080.953507
201910,50,4,2,6.908755,1,1087.862261
201911,50,4,2,6.908755,1,1094.771016
201912,50,4,2,6.908755,1,1101.679771
202001,49,4,2,6.908755,1,1108.588526
202002,49,4,2,6.908755,1,1115.497281
202003,49,4,2,6.908755,1,1122.406035
202004,49,4,2,6.908755,1,1129.314790
202005,49,4,2,6.908755,1,1136.223545
202006,49,4,2,6.908755,1,1143.132300
202007,49,4,2,6.908755,1,1150.041054
202008,49,4,2,6.908755,1,1156.949809
202009,42,3,2,6.908755,1,1163.858564
