date,n,B,sectors,log_E,rank,log_M
200301,17,2,0,6.907864,1,6.907864
200302,20,2,0,6.908755,1,13.816619
200303,20,2,1,6.903488,1,20.720107
200304,20,2,1,6.905962,1,27.626069
200305,21,2,1,6.908734,1,34.534803
200306,23,2,1,6.908692,1,41.443496
200307,24,2,1,6.870104,1,48.313599
200308,24,2,1,6.908755,1,55.222354
200309,26,2,1,6.908755,1,62.131109
200310,26,2,1,6.908754,1,69.039863
200311,25,2,1,5.017226,2,74.057089
200312,25,2,1,6.908417,1,80.965506
200401,27,2,1,6.906348,1,87.871854
200402,28,2,1,6.908755,1,94.780609
200403,29,2,1,6.908752,1,101.689361
200404,27,2,1,6.908565,1,108.597925
200405,31,3,2,6.908755,1,115.506680
200406,33,3,2,6.908755,1,122.415435
200407,34,3,2,6.908755,1,129.324190
200408,34,3,2,6.908755,1,136.232945
200409,33,3,2,6.908755,1,143.141699
200410,33,3,2,6.908755,1,150.050454
200411,34,3,2,6.908755,1,156.959209
200412,34,3,2,6.908754,1,163.867963
200501,36,3,2,6.908754,1,170.776717
200502,36,3,2,6.908646,1,177.685363
200503,35,3,1,6.908753,1,184.594116
200504,38,3,1,6.908742,1,191.502858
200505,38,3,1,6.905598,1,198.408456
200506,38,3,1,6.899641,1,205.308097
200507,43,3,1,6.908379,1,212.216476
200508,43,3,1,6.908395,1,219.124871
200509,43,3,1,6.908633,1,226.033504
200510,43,3,1,6.908754,1,232.942257
200511,45,3,1,6.901486,1,239.843743
200512,45,3,1,2.357036,17,242.200779
200601,46,4,1,6.446763,1,248.647542
200602,48,4,1,1.172981,42,249.820523
200603,46,4,1,3.953233,3,253.773755
200604,46,4,1,6.908735,1,260.682490
200605,47,4,1,6.907740,1,267.590231
200606,47,4,1,6.908637,1,274.498868
200607,48,4,1,6.761951,1,281.260819
200608,48,4,1,3.935874,5,285.196693
200609,48,4,1,-15.043708,227,270.152985
200610,48,4,1,-3.273230,82,266.879755
200611,49,4,1,-3.707636,208,263.172119
200612,50,4,1,-5.947983,226,257.224136
200701,49,4,1,-3.572778,245,253.651358
200702,48,4,1,-32.756089,851,220.895269
200703,48,4,1,1.062668,21,221.957937
200704,49,4,1,2.655351,12,224.613288
200705,50,4,1,5.864778,1,230.478067
200706,49,4,1,-12.769826,160,217.708240
200707,50,4,1,6.903888,1,224.612129
200708,50,4,1,-0.017361,5,224.594768
